autosupercell-app  | 2026-03-11T08:02:52.866039712Z 2026-03-11 08:02:52.865 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://store.supercell.com/_next/static/chunks/pages/account-29372e01b6af57af.js
autosupercell-app  | 2026-03-11T08:03:07.640257745Z 2026-03-11 08:03:07.639 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://sc-static.net/scevent.min.js
autosupercell-app  | 2026-03-11T08:03:07.679808915Z 2026-03-11 08:03:07.679 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://tr.snapchat.com/config/com/bbb1e6d3-a78d-49af-bcae-4000ba0cbe3e.json?v=3.54.1-2603021739
autosupercell-app  | 2026-03-11T08:03:07.708287175Z 2026-03-11 08:03:07.707 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://sc-static.net/scevent.min.js
autosupercell-app  | 2026-03-11T08:03:07.797639117Z 2026-03-11 08:03:07.797 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://analytics.tiktok.com/i18n/pixel/static/identify_31760074.js
autosupercell-app  | 2026-03-11T08:03:07.801532101Z 2026-03-11 08:03:07.800 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6
autosupercell-app  | 2026-03-11T08:03:07.809406349Z 2026-03-11 08:03:07.808 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:03:07.810101600Z 2026-03-11 08:03:07.809 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://tr.snapchat.com/cm/s?bt=1d53c387&pnid=140&cb=1773216187775&u_scsid=8751824d-0463-4589-9eac-ab410be53d7c&u_sclid=95df6214-8839-46de-b336-8bffb6081966
autosupercell-app  | 2026-03-11T08:03:07.812021618Z 2026-03-11 08:03:07.811 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:03:07.836526184Z 2026-03-11 08:03:07.836 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://analytics.tiktok.com/i18n/pixel/static/identify_31760074.js
autosupercell-app  | 2026-03-11T08:03:07.846303118Z 2026-03-11 08:03:07.845 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://tr6.snapchat.com/p
autosupercell-app  | 2026-03-11T08:03:07.857028525Z 2026-03-11 08:03:07.855 | WARNING  | app.core.browser_automation:on_response:1601 - ← [302] REDIRECT GET https://tr.snapchat.com/cm/s?bt=1d53c387&pnid=140&cb=1773216187775&u_scsid=8751824d-0463-4589-9eac-ab410be53d7c&u_sclid=95df6214-8839-46de-b336-8bffb6081966
autosupercell-app  | 2026-03-11T08:03:07.857272177Z 2026-03-11 08:03:07.856 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://pixel.tapad.com/idsync/ex/push?partner_id=2884&partner_url=https%3A%2F%2Ftr.snapchat.com%2Fcm%2Fp%3Frand%3D1773181816775%26pnid%3D140%26pcid%3D%24%7BTA_DEVICE_ID%7D
autosupercell-app  | 2026-03-11T08:03:07.910481963Z 2026-03-11 08:03:07.910 | WARNING  | app.core.browser_automation:on_response:1601 - ← [302] REDIRECT GET https://pixel.tapad.com/idsync/ex/push?partner_id=2884&partner_url=https%3A%2F%2Ftr.snapchat.com%2Fcm%2Fp%3Frand%3D1773181816775%26pnid%3D140%26pcid%3D%24%7BTA_DEVICE_ID%7D
autosupercell-app  | 2026-03-11T08:03:07.913191242Z 2026-03-11 08:03:07.912 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://pixel.tapad.com/idsync/ex/push/check?partner_id=2884&partner_url=https%3A%2F%2Ftr.snapchat.com%2Fcm%2Fp%3Frand%3D1773181816775%26pnid%3D140%26pcid%3D%24%7BTA_DEVICE_ID%7D
autosupercell-app  | 2026-03-11T08:03:07.951462567Z 2026-03-11 08:03:07.951 | WARNING  | app.core.browser_automation:on_response:1601 - ← [302] REDIRECT GET https://pixel.tapad.com/idsync/ex/push/check?partner_id=2884&partner_url=https%3A%2F%2Ftr.snapchat.com%2Fcm%2Fp%3Frand%3D1773181816775%26pnid%3D140%26pcid%3D%24%7BTA_DEVICE_ID%7D
autosupercell-app  | 2026-03-11T08:03:07.952288179Z 2026-03-11 08:03:07.952 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://tr.snapchat.com/cm/p?rand=1773181816775&pnid=140&pcid=b91d6742-70f0-42c5-92a6-9fd61c544dd8
autosupercell-app  | 2026-03-11T08:03:08.007747024Z 2026-03-11 08:03:08.007 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://tr.snapchat.com/cm/p?rand=1773181816775&pnid=140&pcid=b91d6742-70f0-42c5-92a6-9fd61c544dd8
autosupercell-app  | 2026-03-11T08:03:08.069794770Z 2026-03-11 08:03:08.069 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:03:08.073456403Z 2026-03-11 08:03:08.072 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:03:08.074563738Z 2026-03-11 08:03:08.074 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://tr6.snapchat.com/p
autosupercell-app  | 2026-03-11T08:03:08.075400981Z 2026-03-11 08:03:08.075 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6
autosupercell-app  | 2026-03-11T08:03:08.078884493Z 2026-03-11 08:03:08.078 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://tr.snapchat.com/p
autosupercell-app  | 2026-03-11T08:03:08.146189738Z 2026-03-11 08:03:08.145 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://tr.snapchat.com/p
autosupercell-app  | 2026-03-11T08:03:08.246288289Z 2026-03-11 08:03:08.245 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=PageView&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188217&sw=1440&sh=900&v=2.9.277&r=stable&ec=0&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[title]=Clash%20Royale%20-%20Supercell%20Store&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:08.252398321Z 2026-03-11 08:03:08.251 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=clashRoyaleArenaName&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188228&cd[Arena%20lvl]=Arena%201&sw=1440&sh=900&v=2.9.277&r=stable&ec=1&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:08.254270108Z 2026-03-11 08:03:08.253 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=Login&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188234&sw=1440&sh=900&v=2.9.277&r=stable&ec=2&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:08.453788076Z 2026-03-11 08:03:08.453 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=Login&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188234&sw=1440&sh=900&v=2.9.277&r=stable&ec=2&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:08.500121058Z 2026-03-11 08:03:08.499 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=PageView&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188217&sw=1440&sh=900&v=2.9.277&r=stable&ec=0&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[title]=Clash%20Royale%20-%20Supercell%20Store&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:08.521352843Z 2026-03-11 08:03:08.520 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=clashRoyaleArenaName&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216188228&cd[Arena%20lvl]=Arena%201&sw=1440&sh=900&v=2.9.277&r=stable&ec=1&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216187621&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:03:11.421050932Z 2026-03-11 08:03:11.420 | INFO     | app.core.browser_automation:_log_diagnostics:1739 - === DIAGNOSTICS after_navigate_to_store ===
autosupercell-app  | 2026-03-11T08:03:11.421282023Z 2026-03-11 08:03:11.421 | INFO     | app.core.browser_automation:_log_diagnostics:1740 - URL: https://store.supercell.com/clashroyale
autosupercell-app  | 2026-03-11T08:03:11.510500436Z 2026-03-11 08:03:11.509 | DEBUG    | app.core.browser_automation:_check_viewport_consistency:1683 - Viewport OK after_navigate_to_store: 1440x900 (dpr: 1.25)
autosupercell-app  | 2026-03-11T08:03:11.523028699Z 2026-03-11 08:03:11.522 | INFO     | app.core.browser_automation:_detect_iframes:1711 - IFRAMES detected after_navigate_to_store: 1 iframe(s)
autosupercell-app  | 2026-03-11T08:03:11.523253500Z 2026-03-11 08:03:11.523 | INFO     | app.core.browser_automation:_detect_iframes:1713 -   - iframe[0]: src=empty, id=, visible=False, size=0x0
autosupercell-app  | 2026-03-11T08:03:11.523454681Z 2026-03-11 08:03:11.523 | INFO     | app.core.browser_automation:_detect_iframes:1720 - Page frames count: 2 (main + iframes)
autosupercell-app  | 2026-03-11T08:03:11.523710732Z 2026-03-11 08:03:11.523 | DEBUG    | app.core.browser_automation:_detect_iframes:1725 -   Frame[0]: MAIN - https://store.supercell.com/clashroyale
autosupercell-app  | 2026-03-11T08:03:11.523854312Z 2026-03-11 08:03:11.523 | DEBUG    | app.core.browser_automation:_detect_iframes:1725 -   Frame[1]: IFRAME - about:blank
autosupercell-app  | 2026-03-11T08:03:11.524059933Z 2026-03-11 08:03:11.523 | INFO     | app.core.browser_automation:_log_diagnostics:1750 - Network: 338 requests, 4 failed
autosupercell-app  | 2026-03-11T08:03:11.524339224Z 2026-03-11 08:03:11.524 | WARNING  | app.core.browser_automation:_log_diagnostics:1752 - Failed requests: [{'url': 'https://supercell.com/_next/data/cf2e232587ed794f18c886c8bd103cb20498f130/en.json', 'error': 'net::ERR_ABORTED', 'method': 'HEAD'}, {'url': 'https://www.google.com/recaptcha/enterprise/clr?k=6Leb7KMpAAAAAAm20DGNdW_O7fuW4hECp4PpE6cI', 'error': 'net::ERR_ABORTED', 'method': 'POST'}, {'url': 'https://o315582.ingest.us.sentry.io/api/5962619/envelope/?sentry_version=7&sentry_key=ea3492c3b6144f7cb83fe9bd3194bfc5&sentry_client=sentry.javascript.nextjs%2F10.42.0', 'error': 'net::ERR_ABORTED', 'method': 'POST'}, {'url': 'https://collector.snowplow.supercell.com/fe9da/yx7', 'error': 'net::ERR_ABORTED', 'method': 'POST'}]
autosupercell-app  | 2026-03-11T08:03:11.524510935Z 2026-03-11 08:03:11.524 | INFO     | app.core.browser_automation:_log_diagnostics:1754 - === END DIAGNOSTICS ===
autosupercell-app  | 2026-03-11T08:03:11.545636279Z 2026-03-11 08:03:11.545 | INFO     | app.api.store_routes:run_purchase_flow_after_login:1176 - navigate_to_store: networkidle достигнут
autosupercell-app  | 2026-03-11T08:03:12.033711529Z 2026-03-11 08:03:12.033 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:03:12.096209638Z 2026-03-11 08:03:12.095 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/p7Mm9HL1r2I9Y20FSfsP2iVwpubHCULHIdBl3qmdfkc/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2I3ZmRlNjEyLWE4YTgtNDMwNy1hYzJhLWEzYmQ2N2RhMzAzMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.099457799Z 2026-03-11 08:03:12.099 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:03:12.100208272Z 2026-03-11 08:03:12.099 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/v2jnYuLbb5SpRloo3p5aF4S_2AhYZvO3Xq0dX82vKrI/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzk0ZjAyZWNlLTRjNzItNDM5OC04YzY0LTUzNTZlYmQ3MTQxMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.100821124Z 2026-03-11 08:03:12.100 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/2FH3MsHUO-IOo0wqhVLzKz0qUWowZiBBIdARmlP2K1I/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzhlZmRmMjE3LWE4NzEtNDg4Yi1iMjcwLWM0ODRhOTk3Njk1Yi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.107490707Z 2026-03-11 08:03:12.106 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/n6a0w0t3cAYcvQozKjxV_x5Ub3loFEWDfm5RnxjlUt4/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2M2MzcwMzg1LWRhOTktNDlmNC04YmNjLWI3NGZhNTI4Y2FiNC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.142028518Z 2026-03-11 08:03:12.141 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/p7Mm9HL1r2I9Y20FSfsP2iVwpubHCULHIdBl3qmdfkc/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2I3ZmRlNjEyLWE4YTgtNDMwNy1hYzJhLWEzYmQ2N2RhMzAzMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.144081795Z 2026-03-11 08:03:12.143 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/v2jnYuLbb5SpRloo3p5aF4S_2AhYZvO3Xq0dX82vKrI/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzk0ZjAyZWNlLTRjNzItNDM5OC04YzY0LTUzNTZlYmQ3MTQxMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.150755609Z 2026-03-11 08:03:12.150 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/2FH3MsHUO-IOo0wqhVLzKz0qUWowZiBBIdARmlP2K1I/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzhlZmRmMjE3LWE4NzEtNDg4Yi1iMjcwLWM0ODRhOTk3Njk1Yi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:12.151624472Z 2026-03-11 08:03:12.151 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/n6a0w0t3cAYcvQozKjxV_x5Ub3loFEWDfm5RnxjlUt4/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2M2MzcwMzg1LWRhOTktNDlmNC04YmNjLWI3NGZhNTI4Y2FiNC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.214377476Z 2026-03-11 08:03:13.213 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/bM26q8vvPvWFraTATbFejFZzCFioAb_JsEdSIsbyxFg/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzE4NjhjNTFlLWM4MTEtNDU3My04MmI2LWNjMmU5NDE2NWY1MC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.215056638Z 2026-03-11 08:03:13.214 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/A6SufQOKoGs4oEPGnzoSbSowPlne8KTSfoXeEHLGv4w/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2IyZTQyMGQzLTM4M2ItNDhiYy05ZmNhLWI3MjYzOTlkZjk5ZS5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.215582810Z 2026-03-11 08:03:13.215 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/aWWAN9Ez9zks10D-V9xpRDmJLB0yv86jy782mKYM9VY/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2IxZjczOWZiLThhNTMtNDViMi1iYjJiLWRjYjdiNmY0N2IwMC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.216051102Z 2026-03-11 08:03:13.215 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/JDwQa5cMHJiauRkw1iIbZ0PpfF3YJHQXYTd1FeE1Q00/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzRiYzU1ZWNhLTFkOGYtNDE2YS1hOWRmLWRlNDYxNmM0ZWYxYy5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.217825928Z 2026-03-11 08:03:13.217 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/WZsPNIA0-pIhWoi4hieh57dN_nnWeNSdvBv8o2mzoH8/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzNiZDFjNmZlLWNjZmEtNDAxMi05MDk4LTkwNjY2NDMzODUyYy5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.220556777Z 2026-03-11 08:03:13.220 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/t31REB4uFP963VrO6DduLldZto56sjY60U2dVvDO1rY/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzYwZDQzYmJkLWQzODUtNDNjNS1iZTZkLWI5NDNjOGU2Y2ZhMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.249232378Z 2026-03-11 08:03:13.248 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/bM26q8vvPvWFraTATbFejFZzCFioAb_JsEdSIsbyxFg/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzE4NjhjNTFlLWM4MTEtNDU3My04MmI2LWNjMmU5NDE2NWY1MC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.252108328Z 2026-03-11 08:03:13.251 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/A6SufQOKoGs4oEPGnzoSbSowPlne8KTSfoXeEHLGv4w/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2IyZTQyMGQzLTM4M2ItNDhiYy05ZmNhLWI3MjYzOTlkZjk5ZS5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.275096708Z 2026-03-11 08:03:13.274 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/aWWAN9Ez9zks10D-V9xpRDmJLB0yv86jy782mKYM9VY/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2IxZjczOWZiLThhNTMtNDViMi1iYjJiLWRjYjdiNmY0N2IwMC5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.276191622Z 2026-03-11 08:03:13.275 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/JDwQa5cMHJiauRkw1iIbZ0PpfF3YJHQXYTd1FeE1Q00/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzRiYzU1ZWNhLTFkOGYtNDE2YS1hOWRmLWRlNDYxNmM0ZWYxYy5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.282759935Z 2026-03-11 08:03:13.282 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/WZsPNIA0-pIhWoi4hieh57dN_nnWeNSdvBv8o2mzoH8/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzNiZDFjNmZlLWNjZmEtNDAxMi05MDk4LTkwNjY2NDMzODUyYy5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.283585568Z 2026-03-11 08:03:13.283 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://images.store.supercell.com/t31REB4uFP963VrO6DduLldZto56sjY60U2dVvDO1rY/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzYwZDQzYmJkLWQzODUtNDNjNS1iZTZkLWI5NDNjOGU2Y2ZhMi5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.305810536Z 2026-03-11 08:03:13.305 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/1xOmVnhxQIimu9tkIyEXnJ8Fet6JNkgvQZ34fzx9rwI/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzlkYzBiMDM1LTYyNTYtNGE1MS05NTc2LTNlYWM5MjhhZGI4OS5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.306418608Z 2026-03-11 08:03:13.306 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/dE4odzDmMf-OfnWitIrTMbx77vgVxrZ-vqhCjwZWUb0/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlL2I3ZmE1MzFmLTQ4OTAtNGNkMi04MWNmLTI4NTUxN2Y5ZWRlZS5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.310789164Z 2026-03-11 08:03:13.310 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/Y3haNtAnRe8cc0Q0TtetORoDEyrlCtDZFEKcXBZXW48/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzRhMGRmNjU1LWU3NDktNDVhNy05YWMxLTFiNmY2YTViMWI0YS5wbmc.avif
autosupercell-app  | 2026-03-11T08:03:13.311480406Z 2026-03-11 08:03:13.311 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://images.store.supercell.com/eQqkN1fhdgNIUA-Ww6xOq6DWpzl8cahrOO0JiTfhmUw/rs:fit:400:400/q:90/aHR0cHM6Ly9nYW1lLWFzc2V0cy5zdG9yZS5zdXBlcmNlbGwuY29tL2NsYXNocm95YWxlLzUwNWEyNzhlLTMyOTktNGRhNC1iOTQ1LWYxNmE4ZTUzMWQ3My5wbmc.avif
